	id	minute	result	X	Y	xG	player	h_a	player_id	situation	season	shotType	match_id	h_team	a_team	h_goals	a_goals	date	player_assisted	lastAction
839	430659	57	BlockedShot	0.715	0.5870000076293945	0.01575118489563465	Sandro Tonali	h	7958	OpenPlay	2021	RightFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Ante Rebic	Pass
840	430660	61	BlockedShot	0.9680000305175781	0.654000015258789	0.08446658402681351	Zlatan Ibrahimovic	h	1741	OpenPlay	2021	LeftFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Theo Hernández	BallTouch
841	430664	66	Goal	0.9790000152587891	0.47400001525878904	0.9703047275543213	Zlatan Ibrahimovic	h	1741	OpenPlay	2021	RightFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Ante Rebic	Pass
842	430665	77	MissedShots	0.899000015258789	0.675	0.09336349368095398	Zlatan Ibrahimovic	h	1741	OpenPlay	2021	RightFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Alexis Saelemaekers	Pass
843	430644	16	SavedShot	0.8669999694824219	0.5309999847412109	0.016315190121531487	Sergej Milinkovic-Savic	a	1543	OpenPlay	2021	Head	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Elseid Hysaj	Aerial
844	430649	38	SavedShot	0.8159999847412109	0.68	0.03159138932824135	Felipe Anderson	a	1208	OpenPlay	2021	RightFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Ciro Immobile	Pass
845	430658	56	SavedShot	0.7609999847412109	0.27399999618530274	0.014574249275028706	Sergej Milinkovic-Savic	a	1543	OpenPlay	2021	RightFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Lucas Leiva	HeadPass
846	430661	64	BlockedShot	0.8019999694824219	0.5690000152587891	0.034294091165065765	Mattia Zaccagni	a	1958	OpenPlay	2021	RightFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Pedro	Pass
847	430662	64	BlockedShot	0.88	0.5790000152587891	0.02513998933136463	Mattia Zaccagni	a	1958	OpenPlay	2021	Head	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00		Aerial
848	430663	64	MissedShots	0.8569999694824219	0.6320000076293946	0.050913140177726746	Luis Alberto	a	1219	OpenPlay	2021	LeftFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00		Rebound
849	430666	81	SavedShot	0.895	0.654000015258789	0.0601499006152153	Ciro Immobile	a	1209	OpenPlay	2021	LeftFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00		BallRecovery
850	430667	90	SavedShot	0.7430000305175781	0.644000015258789	0.014852093532681465	Toma Basic	a	6902	OpenPlay	2021	LeftFoot	16780	AC Milan	Lazio	2	0	2021-09-12 16:00:00	Raul Moro	Pass
851	429484	1	MissedShots	0.9359999847412109	0.5220000076293946	0.4451870024204254	Olivier Giroud	h	502	OpenPlay	2021	Head	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Alexis Saelemaekers	Aerial
852	429485	8	BlockedShot	0.91	0.5590000152587891	0.44521909952163696	Rafael Leão	h	7193	OpenPlay	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Olivier Giroud	Throughball
853	429486	11	Goal	0.8069999694824219	0.7469999694824219	0.05661187693476677	Sandro Tonali	h	7958	DirectFreekick	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00		Standard
854	429488	16	Goal	0.7619999694824219	0.6659999847412109	0.019317366182804108	Rafael Leão	h	7193	OpenPlay	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Theo Hernández	Pass
855	429489	19	MissedShots	0.6940000152587891	0.33099998474121095	0.014373086392879486	Davide Calabria	h	1574	OpenPlay	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Brahim Diaz	Pass
856	429490	23	Goal	0.8919999694824219	0.38799999237060545	0.3462725877761841	Olivier Giroud	h	502	OpenPlay	2021	LeftFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Brahim Diaz	LayOff
857	429491	27	MissedShots	0.925	0.4209999847412109	0.09230159223079681	Simon Kjaer	h	4699	SetPiece	2021	Head	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Theo Hernández	Cross
858	429492	27	SavedShot	0.92	0.5570000076293945	0.08644068241119385	Fikayo Tomori	h	703	SetPiece	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00		None
859	429493	29	BlockedShot	0.9019999694824219	0.355	0.08088596910238266	Alexis Saelemaekers	h	8297	OpenPlay	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Olivier Giroud	None
860	429495	39	BlockedShot	0.764000015258789	0.40299999237060546	0.029764970764517784	Brahim Diaz	h	6421	OpenPlay	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Rafael Leão	Pass
861	429496	42	Goal	0.885	0.5	0.7612988352775574	Olivier Giroud	h	502	Penalty	2021	LeftFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00		Standard
862	429498	51	MissedShots	0.914000015258789	0.30700000762939456	0.03927123174071312	Alexis Saelemaekers	h	8297	FromCorner	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00		None
863	429500	57	BlockedShot	0.9209999847412109	0.5070000076293946	0.0638461634516716	Olivier Giroud	h	502	OpenPlay	2021	Head	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Davide Calabria	Aerial
864	429501	58	BlockedShot	0.7480000305175781	0.4929999923706055	0.016930559650063515	Alexis Saelemaekers	h	8297	FromCorner	2021	LeftFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00		None
865	429502	60	BlockedShot	0.7809999847412109	0.27	0.018658755347132683	Alexis Saelemaekers	h	8297	OpenPlay	2021	LeftFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Olivier Giroud	Pass
866	429503	76	BlockedShot	0.9009999847412109	0.6809999847412109	0.04178815707564354	Ante Rebic	h	1852	FromCorner	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00		None
867	429507	86	MissedShots	0.81	0.48700000762939455	0.08461353927850723	Ante Rebic	h	1852	OpenPlay	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Olivier Giroud	TakeOn
868	429508	88	BlockedShot	0.825999984741211	0.710999984741211	0.0289087425917387	Alessandro Florenzi	h	1254	OpenPlay	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Ante Rebic	Pass
869	429487	14	Goal	0.914000015258789	0.5529999923706055	0.03829929605126381	Alessandro Deiola	a	1634	OpenPlay	2021	Head	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	João Pedro	Aerial
870	429494	35	MissedShots	0.850999984741211	0.5070000076293946	0.04347268491983414	Leonardo Pavoletti	a	1104	FromCorner	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Razvan Marin	Cross
871	429497	50	BlockedShot	0.9169999694824219	0.5459999847412109	0.03128000721335411	Diego Godín	a	2264	FromCorner	2021	Head	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Razvan Marin	Aerial
872	429499	54	MissedShots	0.9280000305175782	0.54	0.07596650719642639	Leonardo Pavoletti	a	1104	OpenPlay	2021	Head	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Razvan Marin	Aerial
873	429504	78	SavedShot	0.874000015258789	0.14600000381469727	0.04513554275035858	Charalampos Lykogiannis	a	6517	DirectFreekick	2021	LeftFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00		Standard
874	429505	78	BlockedShot	0.8580000305175781	0.4329999923706055	0.05612203851342201	Leonardo Pavoletti	a	1104	OpenPlay	2021	RightFoot	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00		None
875	429506	79	MissedShots	0.93	0.47900001525878905	0.11643321067094803	Charalampos Lykogiannis	a	6517	FromCorner	2021	Head	16774	AC Milan	Cagliari	4	1	2021-08-29 18:45:00	Razvan Marin	Cross
876	428024	4	MissedShots	0.879000015258789	0.4540000152587891	0.02820459008216858	Fabio Quagliarella	h	1230	FromCorner	2021	Head	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Manolo Gabbiadini	Pass
877	428027	10	MissedShots	0.7219999694824218	0.5429999923706055	0.014183146879076958	Mikkel Damsgaard	h	8859	FromCorner	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		None
878	428028	12	MissedShots	0.925	0.30100000381469727	0.05644811689853668	Antonio Candreva	h	1517	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Manolo Gabbiadini	Pass
879	428029	16	SavedShot	0.7090000152587891	0.4779999923706055	0.04150311276316643	Manolo Gabbiadini	h	1383	DirectFreekick	2021	LeftFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		Standard
880	428030	17	MissedShots	0.7759999847412109	0.5940000152587891	0.019848475232720375	Mikkel Damsgaard	h	8859	FromCorner	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		None
881	428034	28	MissedShots	0.749000015258789	0.68	0.01944033056497574	Fabio Quagliarella	h	1230	FromCorner	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Morten Thorsby	Pass
882	428036	42	BlockedShot	0.76	0.45	0.01651853136718273	Albin Ekdal	h	411	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Mikkel Damsgaard	HeadPass
883	428038	48	BlockedShot	0.75	0.6809999847412109	0.04637771099805832	Mikkel Damsgaard	h	8859	DirectFreekick	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		Standard
884	428039	51	SavedShot	0.9590000152587891	0.34400001525878904	0.05608363077044487	Manolo Gabbiadini	h	1383	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		None
885	428042	63	BlockedShot	0.7330000305175781	0.6809999847412109	0.015444153919816017	Tommaso Augello	h	7938	OpenPlay	2021	LeftFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Mikkel Damsgaard	Pass
886	428044	73	BlockedShot	0.8430000305175781	0.33299999237060546	0.03950854390859604	Fabio Quagliarella	h	1230	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Valerio Verre	Pass
887	428045	75	MissedShots	0.8630000305175781	0.539000015258789	0.05745444446802139	Omar Colley	h	7096	FromCorner	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Bartosz Bereszynski	Foul
888	428046	83	BlockedShot	0.935	0.59	0.061078161001205444	Albin Ekdal	h	411	FromCorner	2021	Head	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Antonio Candreva	Cross
889	428047	84	SavedShot	0.9590000152587891	0.45	0.07145143300294876	Maya Yoshida	h	845	FromCorner	2021	Head	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Antonio Candreva	Aerial
890	428048	86	BlockedShot	0.8680000305175781	0.534000015258789	0.0930313840508461	Valerio Verre	h	1569	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Nicola Murru	Pass
891	428049	86	MissedShots	0.8590000152587891	0.28700000762939454	0.03338669240474701	Antonio Candreva	h	1517	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		None
892	428050	86	MissedShots	0.950999984741211	0.5259999847412109	0.5776084065437317	Valerio Verre	h	1569	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Antonio Candreva	None
893	428025	4	SavedShot	0.8959999847412109	0.6509999847412109	0.055707965046167374	Rafael Leão	a	7193	OpenPlay	2021	LeftFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Mike Maignan	Pass
894	428026	8	Goal	0.8719999694824219	0.4370000076293945	0.10226709395647049	Brahim Diaz	a	6421	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Davide Calabria	Pass
895	428031	25	SavedShot	0.765	0.5840000152587891	0.011292821727693081	Theo Hernández	a	2547	SetPiece	2021	LeftFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		Aerial
896	428032	25	MissedShots	0.955	0.34099998474121096	0.2710816264152527	Rade Krunic	a	1311	SetPiece	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		Rebound
897	428033	26	MissedShots	0.7280000305175781	0.4640000152587891	0.011390785686671734	Alexis Saelemaekers	a	8297	SetPiece	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		None
898	428035	31	BlockedShot	0.8809999847412109	0.4490000152587891	0.12924456596374512	Brahim Diaz	a	6421	OpenPlay	2021	LeftFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Olivier Giroud	Pass
899	428037	46	BlockedShot	0.7780000305175782	0.44599998474121094	0.044629573822021484	Sandro Tonali	a	7958	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00		None
900	428040	57	MissedShots	0.9290000152587891	0.5640000152587891	0.05300920084118843	Simon Kjaer	a	4699	SetPiece	2021	Head	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Sandro Tonali	Aerial
901	428041	60	MissedShots	0.785	0.3559999847412109	0.03327852487564087	Davide Calabria	a	1574	OpenPlay	2021	LeftFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Sandro Tonali	Pass
902	428043	65	SavedShot	0.7609999847412109	0.674000015258789	0.026994841173291206	Brahim Diaz	a	6421	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Alexis Saelemaekers	Pass
903	428051	93	MissedShots	0.8159999847412109	0.5970000076293945	0.06861367076635361	Ante Rebic	a	1852	OpenPlay	2021	RightFoot	16765	Sampdoria	AC Milan	0	1	2021-08-23 18:45:00	Olivier Giroud	Pass
